ACCELEROMETER X (m/s²) ,ACCELEROMETER Y (m/s²) ,ACCELEROMETER Z (m/s²) ,GRAVITY X (m/s²) ,GRAVITY Y (m/s²) ,GRAVITY Z (m/s²) ,LINEAR ACCELERATION X (m/s²) ,LINEAR ACCELERATION Y (m/s²) ,LINEAR ACCELERATION Z (m/s²) ,GYROSCOPE X (rad/s) ,GYROSCOPE Y (rad/s) ,GYROSCOPE Z (rad/s) ,Activity
5.942                  ,-0.723                 ,-7.305                 ,4.303            ,1.791            ,-8.628           ,3.513                        ,-2.822                       ,1.788                        ,-1.135              ,-1.585              ,-0.539              ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
1.199                  ,3.919                  ,-8.246                 ,2.9              ,2.657            ,-8.983           ,-0.451                       ,3.954                        ,1.396                        ,0.265               ,0.26                ,0.524               ,       3
2.222                  ,6.771                  ,-8.487                 ,2.708            ,3.001            ,-8.935           ,-0.07                        ,2.18                         ,0.545                        ,-0.47               ,-0.489              ,-0.225              ,       3
0.158                  ,7.013                  ,-6.541                 ,-0.771           ,6.637            ,-7.178           ,0.494                        ,0.499                        ,0.836                        ,-0.472              ,-0.357              ,-1.594              ,       3
-5.054                 ,6.105                  ,-6.179                 ,-3.657           ,6.122            ,-6.732           ,-1.197                       ,0.1                          ,0.726                        ,-0.218              ,0.949               ,1.496               ,       3
-5.054                 ,6.105                  ,-6.179                 ,-3.657           ,6.122            ,-6.732           ,-1.197                       ,0.1                          ,0.726                        ,-0.218              ,0.949               ,1.496               ,       3
-5.054                 ,6.105                  ,-6.179                 ,-3.657           ,6.122            ,-6.732           ,-1.197                       ,0.1                          ,0.726                        ,-0.218              ,0.949               ,1.496               ,       3
-5.054                 ,6.105                  ,-7.235                 ,-3.657           ,6.898            ,-6.732           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-5.665                 ,4.973                  ,-7.235                 ,-2.343           ,6.898            ,-6.565           ,-3.321                       ,-1.926                       ,-0.671                       ,-0.205              ,1.233               ,2.569               ,       3
-2.15                  ,4.982                  ,-5.528                 ,1.052            ,8.461            ,-4.845           ,-3.202                       ,-3.479                       ,-0.683                       ,-1.479              ,5.175               ,0.622               ,       3
5.171                  ,8.983                  ,-9.419                 ,4.641            ,7.397            ,-4.462           ,0.19                         ,3.163                        ,-2.343                       ,-0.735              ,-3.159              ,0.501               ,       3
-4.535                 ,6.692                  ,-5.298                 ,-3.273           ,8.258            ,-4.156           ,-1.279                       ,-0.85                        ,-2.155                       ,0.083               ,1.687               ,-0.193              ,       3
2.258                  ,9.357                  ,-2.377                 ,2.741            ,9.165            ,-2.16            ,-0.191                       ,-0.536                       ,0.19                         ,0.222               ,-0.04               ,1.504               ,       3
3.862                  ,6.792                  ,-2.569                 ,-1.688           ,8.82             ,-3.94            ,5.55                         ,-2.028                       ,1.371                        ,-0.678              ,-0.83               ,-1.654              ,       3
-2.528                 ,6.172                  ,-4.685                 ,-1.363           ,8.679            ,-4.358           ,-0.981                       ,-1.721                       ,-1.079                       ,-1.332              ,3.759               ,0.271               ,       3
5.562                  ,8.701                  ,-7.331                 ,4.454            ,7.708            ,-4.114           ,-0.379                       ,0.26                         ,-2.53                        ,-0.465              ,-3.168              ,0.306               ,       3
-3.462                 ,7.784                  ,-4.195                 ,-3.148           ,8.525            ,-3.686           ,0.275                        ,-0.122                       ,-0.313                       ,-0.036              ,0.012               ,-0.642              ,       3
-0.464                 ,0.697                  ,-3.417                 ,1.367            ,9.198            ,-3.114           ,-15.093                      ,5.801                        ,2.072                        ,-1.669              ,1.876               ,2.122               ,       3
2.768                  ,7.544                  ,-5.863                 ,0.417            ,7.991            ,-5.67            ,2.351                        ,-0.447                       ,-0.194                       ,-0.977              ,-4.919              ,-0.809              ,       3
-6.249                 ,7.18                   ,2.729                  ,-7.606           ,5.655            ,2.518            ,-2.292                       ,-0.661                       ,2.618                        ,-1.629              ,1.833               ,2.809               ,       3
9.517                  ,12.665                 ,-3.031                 ,7.837            ,5.666            ,1.628            ,2.576                        ,9.927                        ,-6.462                       ,4.266               ,6.398               ,4.136               ,       3
5.851                  ,4.334                  ,-4.671                 ,4.899            ,7.257            ,-4.417           ,0.952                        ,-2.923                       ,-0.254                       ,-2.062              ,-3.272              ,0.544               ,       3
-3.074                 ,8.164                  ,-4.085                 ,-2.263           ,8.976            ,-3.237           ,0.448                        ,-1.36                        ,1.642                        ,-0.139              ,2.95                ,-2.617              ,       3
6.098                  ,10.518                 ,-2.643                 ,5.702            ,7.813            ,-1.617           ,-0.553                       ,0.66                         ,-2.52                        ,-0.689              ,-0.247              ,1.425               ,       3
1.535                  ,8.124                  ,-5.533                 ,2.416            ,8.535            ,-4.182           ,-0.881                       ,-0.411                       ,-1.351                       ,-1.206              ,-3.343              ,-0.142              ,       3
0.622                  ,9.957                  ,-6.649                 ,0.973            ,9.416            ,-2.561           ,-0.351                       ,0.541                        ,-4.087                       ,-1.556              ,6.037               ,2.545               ,       3
3.103                  ,3.773                  ,0.036                  ,3.464            ,8.826            ,2.507            ,-1.556                       ,-6.458                       ,-4.649                       ,-1.205              ,2.235               ,-1.863              ,       3
3.127                  ,7.221                  ,5.004                  ,4.537            ,8.064            ,3.25             ,-1.549                       ,2.933                        ,0.886                        ,-0.918              ,1.094               ,-0.145              ,       3
-6.115                 ,7.108                  ,6.682                  ,0.643            ,7.83             ,5.869            ,-6.071                       ,-0.241                       ,0.19                         ,-2.134              ,0.084               ,-2.084              ,       3
-2.116                 ,7.518                  ,1.563                  ,-2.263           ,9.072            ,2.958            ,0.281                        ,-1.908                       ,-1.383                       ,0.806               ,0.679               ,-1.217              ,       3
0.345                  ,9.404                  ,3.366                  ,1.082            ,9.331            ,2.816            ,-0.299                       ,0.013                        ,-0.146                       ,1.42                ,-0.47               ,0.894               ,       3
3.177                  ,10.621                 ,0.567                  ,3.79             ,8.979            ,1.088            ,-1.624                       ,-0.126                       ,-0.735                       ,0.059               ,0.18                ,0.63                ,       3
1.188                  ,9.876                  ,0.979                  ,2.086            ,9.411            ,1.806            ,-0.209                       ,-1.611                       ,-1.996                       ,-0.569              ,2.512               ,0.633               ,       3
2.653                  ,7.958                  ,1.006                  ,3.376            ,9.058            ,1.654            ,-0.643                       ,1.481                        ,-0.794                       ,0.183               ,1.108               ,1.217               ,       3
2.653                  ,7.958                  ,1.006                  ,3.376            ,9.058            ,1.654            ,-0.643                       ,1.481                        ,-0.794                       ,0.183               ,1.108               ,1.217               ,       3
2.653                  ,7.958                  ,1.006                  ,3.376            ,9.058            ,1.654            ,-0.643                       ,1.481                        ,-0.794                       ,0.183               ,1.108               ,1.217               ,       3
4.171                  ,11.729                 ,0.785                  ,4.448            ,8.521            ,1.943            ,-0.278                       ,3.208                        ,-1.158                       ,0.246               ,1.106               ,1.75                ,       3
4.171                  ,11.729                 ,0.785                  ,4.448            ,8.521            ,1.943            ,-0.278                       ,3.208                        ,-1.158                       ,0.246               ,1.106               ,1.75                ,       3
4.171                  ,11.729                 ,0.785                  ,4.448            ,8.521            ,1.943            ,-0.278                       ,3.208                        ,-1.158                       ,0.246               ,1.106               ,1.75                ,       3
4.171                  ,11.729                 ,0.785                  ,4.448            ,8.521            ,1.943            ,-0.278                       ,3.208                        ,-1.158                       ,0.246               ,1.106               ,1.75                ,       3
4.171                  ,11.729                 ,0.785                  ,4.448            ,8.521            ,1.943            ,-0.278                       ,3.208                        ,-1.158                       ,0.246               ,1.106               ,1.75                ,       3
4.171                  ,11.729                 ,0.785                  ,4.448            ,8.521            ,1.943            ,-0.278                       ,3.208                        ,-1.158                       ,0.246               ,1.106               ,1.75                ,       3
4.171                  ,11.729                 ,0.785                  ,4.448            ,8.521            ,1.943            ,-0.278                       ,3.208                        ,-1.158                       ,0.246               ,1.106               ,1.75                ,       3
4.171                  ,11.729                 ,0.785                  ,4.448            ,8.521            ,1.943            ,-0.278                       ,3.208                        ,-1.158                       ,0.246               ,1.106               ,1.75                ,       3
4.171                  ,11.729                 ,0.785                  ,4.448            ,8.521            ,1.943            ,-0.278                       ,3.208                        ,-1.158                       ,0.246               ,1.106               ,1.75                ,       3
1.848                  ,4.017                  ,10.336                 ,4.074            ,7.635            ,4.613            ,-3.154                       ,-3.313                       ,5.083                        ,0.178               ,-0.34               ,0.183               ,       3
2.334                  ,5.157                  ,7.752                  ,2.511            ,7.405            ,5.919            ,-0.339                       ,-0.992                       ,2.014                        ,0.126               ,0.571               ,0.14                ,       3
2.334                  ,5.157                  ,7.752                  ,2.511            ,7.405            ,5.919            ,-0.339                       ,-0.992                       ,2.014                        ,0.126               ,0.571               ,0.14                ,       3
2.334                  ,5.157                  ,7.752                  ,2.511            ,7.405            ,5.919            ,-0.339                       ,-0.992                       ,2.014                        ,0.126               ,0.571               ,0.14                ,       3
2.334                  ,5.157                  ,7.752                  ,2.511            ,7.405            ,5.919            ,-0.339                       ,-0.992                       ,2.014                        ,0.126               ,0.571               ,0.14                ,       3
2.334                  ,5.157                  ,7.752                  ,2.511            ,7.405            ,5.919            ,-0.339                       ,-0.992                       ,2.014                        ,0.126               ,0.571               ,0.14                ,       3
2.334                  ,5.157                  ,7.752                  ,2.511            ,7.405            ,5.919            ,-0.339                       ,-0.992                       ,2.014                        ,0.126               ,0.571               ,0.14                ,       3
2.334                  ,5.157                  ,7.752                  ,2.511            ,7.405            ,5.919            ,-0.339                       ,1.708                        ,-3.501                       ,-0.134              ,-0.466              ,-0.054              ,       3
0.034                  ,8.961                  ,2.703                  ,2.249            ,7.254            ,6.204            ,-2.216                       ,1.708                        ,-3.501                       ,-0.134              ,-0.466              ,-0.054              ,       3
0.034                  ,8.961                  ,2.703                  ,2.249            ,7.254            ,6.204            ,-2.216                       ,1.708                        ,-3.501                       ,-0.134              ,-0.466              ,-0.054              ,       3
0.034                  ,8.961                  ,2.703                  ,2.249            ,7.254            ,6.204            ,-2.216                       ,1.708                        ,-3.501                       ,-0.134              ,-0.466              ,-0.054              ,       3
0.034                  ,8.961                  ,2.703                  ,2.249            ,7.254            ,6.204            ,-2.216                       ,1.708                        ,-3.501                       ,-0.134              ,-0.466              ,-0.054              ,       3
0.034                  ,8.961                  ,2.703                  ,2.249            ,7.254            ,6.204            ,-2.216                       ,1.708                        ,-3.501                       ,-0.134              ,-0.466              ,-0.054              ,       3
0.034                  ,8.961                  ,2.703                  ,2.249            ,7.254            ,6.204            ,-2.216                       ,1.708                        ,-3.501                       ,-0.134              ,-0.466              ,-0.054              ,       3
0.034                  ,8.961                  ,2.703                  ,2.249            ,7.254            ,6.204            ,-2.216                       ,1.708                        ,-3.501                       ,-0.134              ,-0.466              ,-0.054              ,       3
0.034                  ,8.961                  ,2.703                  ,2.249            ,7.254            ,6.204            ,-2.216                       ,1.708                        ,-3.501                       ,-0.134              ,-0.466              ,-0.054              ,       3
0.034                  ,8.961                  ,2.703                  ,2.249            ,7.254            ,6.204            ,-2.216                       ,1.708                        ,-3.501                       ,-0.134              ,-0.466              ,-0.054              ,       3
0.034                  ,8.961                  ,2.703                  ,2.249            ,7.254            ,6.204            ,-2.216                       ,1.708                        ,-3.501                       ,-0.134              ,-0.466              ,-0.054              ,       3
0.034                  ,8.961                  ,2.703                  ,2.249            ,7.254            ,6.204            ,-2.216                       ,1.708                        ,-3.501                       ,-0.134              ,-0.466              ,-0.054              ,       3
0.034                  ,8.961                  ,2.703                  ,2.249            ,7.254            ,6.204            ,-2.216                       ,1.708                        ,-3.501                       ,-0.134              ,-0.466              ,-0.054              ,       3
0.034                  ,8.961                  ,2.703                  ,2.249            ,7.254            ,6.204            ,-2.216                       ,1.708                        ,-3.501                       ,-0.134              ,-0.466              ,-0.054              ,       3
0.034                  ,8.961                  ,2.703                  ,2.249            ,7.254            ,6.204            ,-2.216                       ,1.708                        ,-3.501                       ,-0.134              ,-0.466              ,-0.054              ,       3
-0.086                 ,8.001                  ,3.797                  ,1.51             ,7.944            ,5.548            ,-1.596                       ,0.057                        ,-1.751                       ,0.285               ,1.285               ,0.313               ,       3
-1.36                  ,7.927                  ,3.203                  ,0.563            ,8.664            ,4.559            ,-1.923                       ,-0.737                       ,-1.356                       ,-0.217              ,0.073               ,-0.021              ,       3
-1.36                  ,7.927                  ,3.203                  ,0.563            ,8.664            ,4.559            ,-1.923                       ,-0.737                       ,-1.356                       ,-0.217              ,0.073               ,-0.021              ,       3
-1.36                  ,7.927                  ,3.203                  ,0.563            ,8.664            ,4.559            ,-1.923                       ,-0.737                       ,-1.356                       ,-0.217              ,0.073               ,-0.021              ,       3
0.376                  ,9.864                  ,3.44                   ,0.203            ,8.529            ,4.836            ,0.722                        ,1.342                        ,-1.264                       ,0.475               ,0.738               ,0.511               ,       3
-0.251                 ,8.985                  ,0.553                  ,0.801            ,9.742            ,0.782            ,-1.181                       ,-0.775                       ,-1.444                       ,-0.334              ,-0.268              ,1.066               ,       3
7.652                  ,9.694                  ,1.595                  ,3.178            ,9.059            ,2.003            ,4.457                        ,0.672                        ,-0.534                       ,-0.328              ,1.238               ,0.395               ,       3
0.567                  ,6.644                  ,4.125                  ,3.449            ,7.59             ,5.163            ,-0.802                       ,-1.334                       ,-1.479                       ,-0.274              ,1.169               ,-0.363              ,       3
0.287                  ,4.726                  ,3.311                  ,2.906            ,7.871            ,5.077            ,-1.365                       ,-0.299                       ,-2.222                       ,-0.131              ,-1.203              ,-1.016              ,       3
2.363                  ,8.581                  ,6.651                  ,2.258            ,7.657            ,5.696            ,3.269                        ,0.998                        ,0.671                        ,0.23                ,0.267               ,-0.037              ,       3
1.492                  ,7.432                  ,8.298                  ,2.004            ,5.626            ,7.778            ,1.202                        ,2.394                        ,0.6                          ,-0.445              ,3.008               ,0.553               ,       3
-3.919                 ,5.526                  ,5.179                  ,-3.602           ,6.2              ,6.69             ,0.155                        ,-0.622                       ,-1.285                       ,-0.26               ,2.274               ,0.159               ,       3
-3.206                 ,5.545                  ,6.503                  ,-3.721           ,5.327            ,7.345            ,-0.647                       ,-0.067                       ,-0.739                       ,-0.002              ,-0.112              ,0.375               ,       3
-3.464                 ,6.649                  ,5.253                  ,-2.936           ,6.465            ,6.764            ,-0.165                       ,-0.324                       ,-0.123                       ,-0.283              ,0.434               ,0.762               ,       3
-2.787                 ,3.519                  ,5.6                    ,-2.864           ,6.868            ,6.388            ,-0.103                       ,-3.439                       ,-0.767                       ,-0.022              ,-0.02               ,0.177               ,       3
-3.713                 ,7.659                  ,5.504                  ,-2.908           ,7.058            ,6.157            ,-0.67                        ,-1.531                       ,-0.079                       ,0.782               ,-0.266              ,0.018               ,       3
-3.314                 ,5.346                  ,8.653                  ,-0.248           ,6.16             ,7.626            ,1.662                        ,1.191                        ,1.138                        ,-0.498              ,-1.21               ,0.297               ,       3
0.419                  ,7.415                  ,8.909                  ,0.127            ,6.946            ,6.921            ,0.317                        ,1.574                        ,1.586                        ,0.353               ,-0.107              ,-0.376              ,       3
1.458                  ,5.461                  ,6.05                   ,0.385            ,6.552            ,7.286            ,-0.336                       ,-2.963                       ,-1.586                       ,-0.729              ,0.414               ,0.885               ,       3
0.402                  ,4.381                  ,7.841                  ,0.852            ,4.013            ,8.907            ,-0.478                       ,-0.318                       ,-1.029                       ,-1.001              ,0.006               ,-0.209              ,       3
-0.357                 ,4.853                  ,10.197                 ,0.182            ,2.454            ,9.493            ,-0.795                       ,2.423                        ,1.177                        ,0.002               ,0.272               ,-0.05               ,       3
